Timestamp,pH,pH_lower,pH_upper,pH_bias_up,pH_bias_low,pH_drift_up,pH_drift_low,pH_precision,pH_stuck,pH_spike,test_normal,test_bias_up,test_bias_low,test_drift_up,test_drift_low,test_precision,test_stuck,test_spike,serial_normal,serial_bias_up,serial_bias_low,serial_drift_up,serial_drift_low,serial_precision,serial_stuck,serial_spike,pH(t-1),pH(t-2),pH(t-3)
2023-09-02 16:19:49,5.681666667,5.481666667,5.881666667,6.681666667,4.681666667,5.692666667,5.670666667,5.701925128,5.6985,5.681666667,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.681666667,5.682166667,5.680833333
2023-09-02 16:24:50,5.682166667,5.482166667,5.882166667,6.682166667,4.682166667,5.693666667,5.670666667,5.254742211,5.6985,5.682166667,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.682166667,5.680833333,5.677
2023-09-02 16:29:50,5.680833333,5.480833333,5.880833333,6.680833333,4.680833333,5.692833333,5.668833333,5.517518516,5.6985,6.180833333,1,1,1,1,1,1,1,0,0,1,1,2,2,3,4,0,5.680833333,5.677,5.671333333
2023-09-02 16:34:50,5.677,5.477,5.877,6.677,4.677,5.6895,5.6645,5.710276777,5.6985,5.677,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.677,5.671333333,5.678
2023-09-02 16:39:50,5.671333333,5.471333333,5.871333333,6.671333333,4.671333333,5.684333333,5.658333333,5.32603526,5.6985,5.671333333,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.671333333,5.678,5.678333333
2023-09-02 16:44:50,5.678,5.478,5.878,6.678,4.678,5.6915,5.6645,5.790709406,5.6985,5.678,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.678,5.678333333,5.6855
2023-09-02 16:49:50,5.678333333,5.478333333,5.878333333,6.678333333,4.678333333,5.692333333,5.664333333,5.498141726,5.6985,5.678333333,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.678333333,5.6855,5.680666667
2023-09-02 16:54:50,5.6855,5.4855,5.8855,6.6855,4.6855,5.7,5.671,5.597991875,5.6985,5.6855,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.6855,5.680666667,5.681333333
2023-09-02 16:59:50,5.680666667,5.480666667,5.880666667,6.680666667,4.680666667,5.695666667,5.665666667,5.500154683,5.6985,5.680666667,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.680666667,5.681333333,5.686
2023-09-02 17:04:50,5.681333333,5.481333333,5.881333333,6.681333333,4.681333333,5.696833333,5.665833333,6.237016789,5.6985,5.681333333,1,1,1,1,1,0,1,1,0,1,1,2,2,0,4,5,5.681333333,5.686,5.682833333
2023-09-02 17:09:50,5.686,5.486,5.886,6.686,4.686,5.702,5.67,5.681950833,5.6985,6.186,1,1,1,1,1,1,1,0,0,1,1,2,2,3,4,0,5.686,5.682833333,5.6715
2023-09-02 17:14:50,5.682833333,5.482833333,5.882833333,6.682833333,4.682833333,5.699333333,5.666333333,5.365520055,5.6985,5.682833333,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.682833333,5.6715,5.664833333
2023-09-02 17:19:50,5.6715,5.4715,5.8715,6.6715,4.6715,5.6885,5.6545,5.918263474,5.6985,5.6715,1,1,1,1,1,0,1,1,0,1,1,2,2,0,4,5,5.6715,5.664833333,5.659
2023-09-02 17:24:50,5.664833333,5.464833333,5.864833333,6.664833333,4.664833333,5.682333333,5.647333333,5.298580238,5.6985,5.664833333,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.664833333,5.659,5.660333333
2023-09-02 17:29:50,5.659,5.459,5.859,6.659,4.659,5.677,5.641,5.721659079,5.6985,5.659,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.659,5.660333333,5.660333333
2023-09-02 17:34:50,5.660333333,5.460333333,5.860333333,6.660333333,4.660333333,5.678833333,5.641833333,5.072432296,5.6985,5.660333333,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.660333333,5.660333333,5.658833333
2023-09-02 17:39:50,5.660333333,5.460333333,5.860333333,6.660333333,4.660333333,5.679333333,5.641333333,5.261877519,5.6985,5.660333333,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.660333333,5.658833333,5.6595
2023-09-02 17:44:50,5.658833333,5.458833333,5.858833333,6.658833333,4.658833333,5.678333333,5.639333333,5.717891704,5.6985,5.658833333,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.658833333,5.6595,5.656666667
2023-09-02 17:49:50,5.6595,5.4595,5.8595,6.6595,4.6595,5.6795,5.6395,5.881039974,5.6985,6.1595,1,1,1,1,1,0,1,0,0,1,1,2,2,0,4,0,5.6595,5.656666667,5.659666667
2023-09-02 17:54:50,5.656666667,5.456666667,5.856666667,6.656666667,4.656666667,5.677166667,5.636166667,5.708077151,5.6985,5.656666667,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.656666667,5.659666667,5.660166667
2023-09-02 17:59:50,5.659666667,5.459666667,5.859666667,6.659666667,4.659666667,5.680666667,5.638666667,5.624972182,5.6985,5.659666667,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.659666667,5.660166667,5.658833333
2023-09-02 18:04:50,5.660166667,5.460166667,5.860166667,6.660166667,4.660166667,5.681666667,5.638666667,5.569835558,5.6985,5.660166667,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.660166667,5.658833333,5.664833333
2023-09-02 18:09:50,5.658833333,5.458833333,5.858833333,6.658833333,4.658833333,5.680833333,5.636833333,5.215276736,5.6985,5.658833333,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.658833333,5.664833333,5.663833333
2023-09-02 18:14:50,5.664833333,5.464833333,5.864833333,6.664833333,4.664833333,5.687333333,5.642333333,5.448880071,5.6985,5.664833333,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.664833333,5.663833333,5.665666667
2023-09-02 18:19:50,5.663833333,5.463833333,5.863833333,6.663833333,4.663833333,5.686833333,5.640833333,5.525641702,5.6985,5.663833333,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.663833333,5.665666667,5.664833333
2023-09-02 18:24:50,5.665666667,5.465666667,5.865666667,6.665666667,4.665666667,5.689166667,5.642166667,5.982803335,5.6985,5.665666667,1,1,1,1,1,0,1,1,0,1,1,2,2,0,4,5,5.665666667,5.664833333,5.668833333
2023-09-02 18:29:55,5.664833333,5.464833333,5.864833333,6.664833333,4.664833333,5.688833333,5.640833333,5.76791882,5.6985,6.164833333,1,1,1,1,1,1,1,0,0,1,1,2,2,3,4,0,5.664833333,5.668833333,5.665666667
2023-09-02 18:34:55,5.668833333,5.468833333,5.868833333,6.668833333,4.668833333,5.693333333,5.644333333,5.139921287,5.6985,5.668833333,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.668833333,5.665666667,5.664166667
2023-09-02 18:39:55,5.665666667,5.465666667,5.865666667,6.665666667,4.665666667,5.690666667,5.640666667,5.762891857,5.6985,5.665666667,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.665666667,5.664166667,5.6635
2023-09-02 18:44:55,5.664166667,5.464166667,5.864166667,6.664166667,4.664166667,5.689666667,5.638666667,5.548641983,5.6985,5.664166667,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.664166667,5.6635,5.66
2023-09-02 18:49:55,5.6635,5.4635,5.8635,6.6635,4.6635,5.6895,5.6375,5.4604234,5.6985,5.6635,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.6635,5.66,5.668
2023-09-02 18:54:55,5.66,5.46,5.86,6.66,4.66,5.6865,5.6335,5.843502887,5.6985,5.66,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.66,5.668,5.67
2023-09-02 18:59:55,5.668,5.468,5.868,6.668,4.668,5.695,5.641,5.977299857,5.6985,5.668,1,1,1,1,1,0,1,1,0,1,1,2,2,0,4,5,5.668,5.67,5.672166667
2023-09-02 19:04:55,5.67,5.47,5.87,6.67,4.67,5.6975,5.6425,5.949384036,5.6985,5.67,1,1,1,1,1,0,1,1,0,1,1,2,2,0,4,5,5.67,5.672166667,5.673666667
2023-09-02 19:09:55,5.672166667,5.472166667,5.872166667,6.672166667,4.672166667,5.700166667,5.644166667,5.42040141,5.6985,6.172166667,1,1,1,1,1,1,1,0,0,1,1,2,2,3,4,0,5.672166667,5.673666667,5.6745
2023-09-02 19:14:55,5.673666667,5.473666667,5.873666667,6.673666667,4.673666667,5.702166667,5.645166667,5.580902954,5.6985,5.673666667,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.673666667,5.6745,5.672666667
2023-09-02 19:19:55,5.6745,5.4745,5.8745,6.6745,4.6745,5.7035,5.6455,5.773879029,5.6985,5.6745,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.6745,5.672666667,5.6765
2023-09-02 19:24:55,5.672666667,5.472666667,5.872666667,6.672666667,4.672666667,5.702166667,5.643166667,5.965330205,5.6985,5.672666667,1,1,1,1,1,0,1,1,0,1,1,2,2,0,4,5,5.672666667,5.6765,5.677166667
2023-09-02 19:29:55,5.6765,5.4765,5.8765,6.6765,4.6765,5.7065,5.6465,5.532747729,5.6985,5.6765,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.6765,5.677166667,5.680833333
2023-09-02 19:34:55,5.677166667,5.477166667,5.877166667,6.677166667,4.677166667,5.707666667,5.646666667,5.621468974,5.6985,5.677166667,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.677166667,5.680833333,5.677833333
2023-09-02 19:39:55,5.680833333,5.480833333,5.880833333,6.680833333,4.680833333,5.711833333,5.649833333,5.348932841,5.6985,5.680833333,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.680833333,5.677833333,5.682166667
2023-09-02 19:44:55,5.677833333,5.477833333,5.877833333,6.677833333,4.677833333,5.709333333,5.646333333,5.318971346,5.6985,5.677833333,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.677833333,5.682166667,5.683333333
2023-09-02 19:49:55,5.682166667,5.482166667,5.882166667,6.682166667,4.682166667,5.714166667,5.650166667,5.925924413,5.6985,6.182166667,1,1,1,1,1,0,1,0,0,1,1,2,2,0,4,0,5.682166667,5.683333333,5.684666667
2023-09-02 19:54:55,5.683333333,5.483333333,5.883333333,6.683333333,4.683333333,5.715833333,5.650833333,6.090205342,5.6985,5.683333333,1,1,1,1,1,0,1,1,0,1,1,2,2,0,4,5,5.683333333,5.684666667,5.686833333
2023-09-02 19:59:55,5.684666667,5.484666667,5.884666667,6.684666667,4.684666667,5.717666667,5.651666667,5.66306363,5.6985,5.684666667,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.684666667,5.686833333,5.688666667
2023-09-02 20:04:55,5.686833333,5.486833333,5.886833333,6.686833333,4.686833333,5.720333333,5.653333333,5.987893203,5.6985,5.686833333,1,1,1,1,1,0,1,1,0,1,1,2,2,0,4,5,5.686833333,5.688666667,5.6865
2023-09-02 20:09:55,5.688666667,5.488666667,5.888666667,6.688666667,4.688666667,5.722666667,5.654666667,5.797157474,5.6985,5.688666667,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.688666667,5.6865,5.687
2023-09-02 20:14:55,5.6865,5.4865,5.8865,6.6865,4.6865,5.721,5.652,5.492964074,5.6985,5.6865,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.6865,5.687,5.693
2023-09-02 20:19:55,5.687,5.487,5.887,6.687,4.687,5.722,5.652,5.795418682,5.6985,5.687,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.687,5.693,5.6675
2023-09-02 20:24:55,5.693,5.493,5.893,6.693,4.693,5.7285,5.6575,6.15441097,5.6985,5.693,1,1,1,1,1,0,1,1,0,1,1,2,2,0,4,5,5.693,5.6675,5.630333333
2023-09-02 20:29:55,5.6675,5.4675,5.8675,6.6675,4.6675,5.7035,5.6315,5.656752188,5.6985,6.1675,1,1,1,1,1,1,1,0,0,1,1,2,2,3,4,0,5.6675,5.630333333,5.626166667
2023-09-02 20:34:55,5.630333333,5.430333333,5.830333333,6.630333333,4.630333333,5.666833333,5.593833333,6.09972643,5.6985,5.630333333,1,1,1,1,1,0,1,1,0,1,1,2,2,0,4,5,5.630333333,5.626166667,5.6225
2023-09-02 20:39:58,5.626166667,5.426166667,5.826166667,6.626166667,4.626166667,5.663166667,5.589166667,4.840243135,5.6985,5.626166667,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.626166667,5.6225,5.625833333
2023-09-02 20:45:00,5.6225,5.4225,5.8225,6.6225,4.6225,5.66,5.585,5.869070751,5.6985,5.6225,1,1,1,1,1,0,1,1,0,1,1,2,2,0,4,5,5.6225,5.625833333,5.626
2023-09-02 20:50:00,5.625833333,5.425833333,5.825833333,6.625833333,4.625833333,5.663833333,5.587833333,5.651947454,5.6985,5.625833333,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.625833333,5.626,5.6205
2023-09-02 20:55:00,5.626,5.426,5.826,6.626,4.626,5.6645,5.5875,5.536297795,5.6985,5.626,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.626,5.6205,5.625
2023-09-02 21:00:00,5.6205,5.4205,5.8205,6.6205,4.6205,5.6595,5.5815,5.648028233,5.6985,5.6205,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.6205,5.625,5.6225
2023-09-02 21:05:00,5.625,5.425,5.825,6.625,4.625,5.6645,5.5855,5.028729326,5.6985,5.625,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.625,5.6225,5.625
2023-09-02 21:10:00,5.6225,5.4225,5.8225,6.6225,4.6225,5.6625,5.5825,5.556598434,5.6985,6.1225,1,1,1,1,1,1,1,0,0,1,1,2,2,3,4,0,5.6225,5.625,5.628
2023-09-02 21:15:00,5.625,5.425,5.825,6.625,4.625,5.6655,5.5845,5.732133771,5.6985,5.625,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.625,5.628,5.629166667
2023-09-02 21:20:00,5.628,5.428,5.828,6.628,4.628,5.669,5.587,6.071368213,5.6985,5.628,1,1,1,1,1,0,1,1,0,1,1,2,2,0,4,5,5.628,5.629166667,5.6295
2023-09-02 21:25:00,5.629166667,5.429166667,5.829166667,6.629166667,4.629166667,5.670666667,5.587666667,5.473685601,5.6985,5.629166667,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.629166667,5.6295,5.630166667
2023-09-02 21:30:00,5.6295,5.4295,5.8295,6.6295,4.6295,5.6715,5.5875,5.386951919,5.6985,5.6295,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.6295,5.630166667,5.6285
2023-09-02 21:35:00,5.630166667,5.430166667,5.830166667,6.630166667,4.630166667,5.672666667,5.587666667,5.479639554,5.6985,5.630166667,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.630166667,5.6285,5.633166667
2023-09-02 21:40:00,5.6285,5.4285,5.8285,6.6285,4.6285,5.6715,5.5855,5.903120635,5.6985,5.6285,1,1,1,1,1,0,1,1,0,1,1,2,2,0,4,5,5.6285,5.633166667,5.6345
2023-09-02 21:45:00,5.633166667,5.433166667,5.833166667,6.633166667,4.633166667,5.676666667,5.589666667,5.731792,5.6985,5.633166667,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.633166667,5.6345,5.635166667
2023-09-02 21:50:00,5.6345,5.4345,5.8345,6.6345,4.6345,5.6785,5.5905,5.475571939,5.6985,6.1345,1,1,1,1,1,1,1,0,0,1,1,2,2,3,4,0,5.6345,5.635166667,5.639333333
2023-09-02 21:55:00,5.635166667,5.435166667,5.835166667,6.635166667,4.635166667,5.679666667,5.590666667,5.789146897,5.6985,5.635166667,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.635166667,5.639333333,5.632166667
2023-09-02 22:00:00,5.639333333,5.439333333,5.839333333,6.639333333,4.639333333,5.684333333,5.594333333,5.668456598,5.6985,5.639333333,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.639333333,5.632166667,5.634166667
2023-09-02 22:05:00,5.632166667,5.432166667,5.832166667,6.632166667,4.632166667,5.677666667,5.586666667,5.922760164,5.6985,5.632166667,1,1,1,1,1,0,1,1,0,1,1,2,2,0,4,5,5.632166667,5.634166667,5.634
2023-09-02 22:10:00,5.634166667,5.434166667,5.834166667,6.634166667,4.634166667,5.680166667,5.588166667,5.423550739,5.6985,5.634166667,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.634166667,5.634,5.637833333
2023-09-02 22:15:00,5.634,5.434,5.834,6.634,4.634,5.6805,5.5875,5.535701356,5.6985,5.634,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.634,5.637833333,5.635333333
2023-09-02 22:20:00,5.637833333,5.437833333,5.837833333,6.637833333,4.637833333,5.684833333,5.590833333,5.520200887,5.6985,5.637833333,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.637833333,5.635333333,5.64
2023-09-02 22:25:00,5.635333333,5.435333333,5.835333333,6.635333333,4.635333333,5.682833333,5.587833333,5.196278849,5.6985,5.635333333,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.635333333,5.64,5.6395
2023-09-02 22:30:00,5.64,5.44,5.84,6.64,4.64,5.688,5.592,5.728836083,5.6985,6.14,1,1,1,1,1,1,1,0,0,1,1,2,2,3,4,0,5.64,5.6395,5.643166667
2023-09-02 22:35:00,5.6395,5.4395,5.8395,6.6395,4.6395,5.688,5.591,5.717816582,5.6985,5.6395,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.6395,5.643166667,5.643333333
2023-09-02 22:40:00,5.643166667,5.443166667,5.843166667,6.643166667,4.643166667,5.692166667,5.594166667,5.644700704,5.6985,5.643166667,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.643166667,5.643333333,5.644333333
2023-09-02 22:45:00,5.643333333,5.443333333,5.843333333,6.643333333,4.643333333,5.692833333,5.593833333,5.572957193,5.6985,5.643333333,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.643333333,5.644333333,5.643166667
2023-09-02 22:50:00,5.644333333,5.444333333,5.844333333,6.644333333,4.644333333,5.694333333,5.594333333,5.219722111,5.6985,5.644333333,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.644333333,5.643166667,5.644166667
2023-09-02 22:55:02,5.643166667,5.443166667,5.843166667,6.643166667,4.643166667,5.693666667,5.592666667,5.51697307,5.6985,5.643166667,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.643166667,5.644166667,5.636666667
2023-09-02 23:00:05,5.644166667,5.444166667,5.844166667,6.644166667,4.644166667,5.695166667,5.593166667,5.541352312,5.6985,5.644166667,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.644166667,5.636666667,5.643833333
2023-09-02 23:05:05,5.636666667,5.436666667,5.836666667,6.636666667,4.636666667,5.688166667,5.585166667,5.395983486,5.6985,5.636666667,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.636666667,5.643833333,5.646833333
2023-09-02 23:10:05,5.643833333,5.443833333,5.843833333,6.643833333,4.643833333,5.695833333,5.591833333,5.59544762,5.6985,6.143833333,1,1,1,1,1,1,1,0,0,1,1,2,2,3,4,0,5.643833333,5.646833333,5.648333333
2023-09-02 23:15:05,5.646833333,5.446833333,5.846833333,6.646833333,4.646833333,5.699333333,5.594333333,5.76804859,5.6985,5.646833333,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.646833333,5.648333333,5.630166667
2023-09-02 23:20:05,5.648333333,5.448333333,5.848333333,6.648333333,4.648333333,5.701333333,5.595333333,6.214189104,5.6985,5.648333333,1,1,1,1,1,0,1,1,0,1,1,2,2,0,4,5,5.648333333,5.630166667,5.630666667
2023-09-02 23:25:05,5.630166667,5.430166667,5.830166667,6.630166667,4.630166667,5.683666667,5.576666667,5.682540011,5.6985,5.630166667,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.630166667,5.630666667,5.629666667
2023-09-02 23:30:05,5.630666667,5.430666667,5.830666667,6.630666667,4.630666667,5.684666667,5.576666667,5.707931784,5.6985,5.630666667,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.630666667,5.629666667,5.634
2023-09-02 23:35:05,5.629666667,5.429666667,5.829666667,6.629666667,4.629666667,5.684166667,5.575166667,5.607332892,5.6985,5.629666667,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.629666667,5.634,5.633666667
2023-09-02 23:40:05,5.634,5.434,5.834,6.634,4.634,5.689,5.579,5.058368635,5.6985,5.634,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.634,5.633666667,5.632666667
2023-09-02 23:45:05,5.633666667,5.433666667,5.833666667,6.633666667,4.633666667,5.689166667,5.578166667,5.625712504,5.6985,5.633666667,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.633666667,5.632666667,5.631
2023-09-02 23:50:05,5.632666667,5.432666667,5.832666667,6.632666667,4.632666667,5.688666667,5.576666667,5.65073573,5.6985,6.132666667,1,1,1,1,1,1,1,0,0,1,1,2,2,3,4,0,5.632666667,5.631,5.630333333
2023-09-02 23:55:05,5.631,5.431,5.831,6.631,4.631,5.6875,5.5745,6.369972634,5.6985,5.631,1,1,1,1,1,0,1,1,0,1,1,2,2,0,4,5,5.631,5.630333333,5.636833333
2023-09-03 00:00:05,5.630333333,5.430333333,5.830333333,6.630333333,4.630333333,5.687333333,5.573333333,5.572625044,5.6985,5.630333333,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.630333333,5.636833333,5.640166667
2023-09-03 00:05:05,5.636833333,5.436833333,5.836833333,6.636833333,4.636833333,5.694333333,5.579333333,5.727297536,5.6985,5.636833333,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.636833333,5.640166667,5.641
2023-09-03 00:10:05,5.640166667,5.440166667,5.840166667,6.640166667,4.640166667,5.698166667,5.582166667,5.629753136,5.6985,5.640166667,1,1,1,1,1,1,1,1,0,1,1,2,2,3,4,5,5.640166667,5.641,5.6385
